X,Y,DESCRIPTION,LAYER,ELEVATION,HEIGHT_ABO,CLASS,INTENSITY,SCAN_ANGLE,RETURN_CNT,RETURN_NUM,GPS_TIME,RED,GREEN,BLUE,NIR,NDVI,NDWI,SOURCE_ID,SCANNER_CH,USER_DATA,KEY_POINT,ID,ERALDISE_N,KVARTALI_N,KATASTRI_N,key6,TO+ID_tree,TO+ID_1 bi,TO+ID_1 sp,TO+ID_1 pi,TO+ID_1 al,TO+ID_1 la,TO+ID_1 co,TO+ID_1 as,TO+ID_1 wi,TO+ID_1 gr
691030.450,6468952.530,High Vegetation,High Vegetation,54.41,22.822  m,5,30255,-9.0,2,1,238572871.6119647,6400,7168,8448,12032,0.31,-0.25,19291,0,228,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.340,6468954.600,Ground,Ground,31.61,-0.0030000000  m,2,33138,-8.0,3,3,238572871.6251130,7424,7680,8192,15360,0.35,-0.33,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.550,6468954.530,Unclassified,Unclassified,31.69,0.084  m,1,33226,-9.0,4,4,238572871.6251158,11776,11776,12288,16896,0.18,-0.18,19291,0,1,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691039.780,6468954.710,High Vegetation,High Vegetation,46.15,14.526  m,5,34405,-9.0,4,3,238572871.6251158,8960,10496,9984,18176,0.34,-0.27,19291,0,145,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.290,6468954.590,High Vegetation,High Vegetation,42.35,10.737  m,5,37507,-9.0,2,1,238572871.6251186,8704,9216,8960,13056,0.20,-0.17,19291,0,107,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.630,6468954.460,Ground,Ground,31.61,0.0080000004  m,2,35803,-9.0,2,2,238572871.6251186,7936,7936,7936,9984,0.11,-0.11,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.230,6468954.500,High Vegetation,High Vegetation,40.91,9.306  m,5,32177,-9.0,3,2,238572871.6251214,8704,9216,8960,16128,0.30,-0.27,19291,0,93,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691035.800,6468954.380,Ground,Ground,31.65,0.025  m,2,44629,-9.0,3,3,238572871.6251214,11264,11520,12032,17920,0.23,-0.22,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.530,6468954.520,High Vegetation,High Vegetation,42.84,11.234  m,5,35716,-9.0,3,1,238572871.6251214,11776,11776,12288,16896,0.18,-0.18,19291,0,112,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691034.930,6468954.310,Ground,Ground,31.68,0.04  m,2,28922,-9.0,4,4,238572871.6251243,8192,9984,8192,24064,0.49,-0.41,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.170,6468954.480,High Vegetation,High Vegetation,46.12,14.517  m,5,35083,-9.0,4,2,238572871.6251243,7936,8448,7680,11776,0.19,-0.16,19291,0,145,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.960,6468954.470,High Vegetation,High Vegetation,44.78,13.178  m,5,27175,-9.0,4,3,238572871.6251243,7168,7680,6912,10240,0.18,-0.14,19291,0,132,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.480,6468954.510,High Vegetation,High Vegetation,48.15,16.545  m,5,39626,-9.0,4,1,238572871.6251243,11776,11776,12288,16896,0.18,-0.18,19291,0,165,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.180,6468954.470,High Vegetation,High Vegetation,51.63,20.027  m,5,36437,-9.0,3,1,238572871.6251270,7936,8448,7680,11776,0.19,-0.16,19291,0,200,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.530,6468954.420,High Vegetation,High Vegetation,47.45,15.849  m,5,42488,-9.0,3,2,238572871.6251270,8448,8448,8960,11008,0.13,-0.13,19291,0,158,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691034.080,6468954.230,Ground,Ground,31.75,0.111  m,2,32090,-9.0,3,3,238572871.6251270,12032,13568,13056,29440,0.42,-0.37,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691035.250,6468954.310,High Vegetation,High Vegetation,44.49,12.855  m,5,43799,-9.0,2,1,238572871.6251298,7936,8960,9216,21504,0.46,-0.41,19291,0,128,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691033.260,6468954.170,Ground,Ground,31.74,0.056  m,2,44126,-9.0,2,2,238572871.6251298,11776,14592,10496,33792,0.48,-0.40,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.380,6468954.100,Ground,Ground,31.78,0.091  m,2,52908,-9.0,1,1,238572871.6251326,11776,12288,11008,22528,0.31,-0.29,19291,0,0,Y,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691033.420,6468954.150,High Vegetation,High Vegetation,43.82,12.141  m,5,29272,-9.0,3,2,238572871.6251354,11264,14080,10496,29696,0.45,-0.36,19291,0,121,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691035.230,6468954.300,High Vegetation,High Vegetation,55.35,23.715  m,5,35913,-9.0,3,1,238572871.6251354,7936,8960,9216,21504,0.46,-0.41,19291,0,237,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.540,6468954.020,Unclassified,Unclassified,31.81,0.149  m,1,29206,-9.0,3,3,238572871.6251354,7936,7680,8960,11776,0.19,-0.21,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691034.480,6468954.230,High Vegetation,High Vegetation,55.77,24.131  m,5,30124,-9.0,4,1,238572871.6251382,13568,15360,13312,28672,0.36,-0.30,19291,0,241,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.700,6468953.950,Ground,Ground,31.70,0.13  m,2,30277,-9.0,4,4,238572871.6251382,6656,6912,7936,11520,0.27,-0.25,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.760,6468954.090,High Vegetation,High Vegetation,44.78,13.091  m,5,37529,-9.0,4,3,238572871.6251382,12288,14336,11008,33792,0.47,-0.40,19291,0,130,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691033.930,6468954.180,High Vegetation,High Vegetation,52.26,20.593  m,5,28354,-9.0,4,2,238572871.6251382,9216,11008,9216,22016,0.41,-0.33,19291,0,205,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.230,6468954.040,High Vegetation,High Vegetation,46.95,15.263  m,5,43384,-9.0,2,2,238572871.6251410,11776,12288,11008,22528,0.31,-0.29,19291,0,152,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691033.690,6468954.160,High Vegetation,High Vegetation,56.21,24.537  m,5,31893,-9.0,2,1,238572871.6251410,10240,12800,10496,25856,0.43,-0.34,19291,0,245,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.980,6468953.940,High Vegetation,High Vegetation,44.08,12.51  m,5,36918,-9.0,4,3,238572871.6251437,8960,9216,10496,13056,0.19,-0.17,19291,0,124,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.750,6468954.070,High Vegetation,High Vegetation,55.33,23.642  m,5,29010,-9.0,4,1,238572871.6251437,12288,14336,11008,33792,0.47,-0.40,19291,0,235,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.420,6468954.050,High Vegetation,High Vegetation,53.26,21.573  m,5,34449,-9.0,4,2,238572871.6251437,12800,14080,12288,30720,0.41,-0.37,19291,0,215,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.870,6468954.000,High Vegetation,High Vegetation,55.24,23.574  m,5,46071,-9.0,1,1,238572871.6251465,9472,10496,10240,14336,0.20,-0.15,19291,0,235,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.610,6468953.890,High Vegetation,High Vegetation,52.71,21.14  m,5,27852,-9.0,2,1,238572871.6251493,6656,6912,7936,11520,0.27,-0.25,19291,0,210,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.460,6468955.740,Unclassified,Unclassified,31.93,0.32  m,1,30255,-8.0,4,4,238572871.6382981,7680,7680,8192,10496,0.15,-0.15,19291,0,3,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.710,6468955.580,Ground,Ground,31.67,0.06  m,2,27306,-9.0,3,3,238572871.6383037,7936,8192,8704,11776,0.19,-0.18,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.480,6468955.720,High Vegetation,High Vegetation,43.14,11.53  m,5,27961,-9.0,3,2,238572871.6383037,7680,7680,8192,10496,0.15,-0.15,19291,0,115,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.870,6468955.750,High Vegetation,High Vegetation,45.63,14.02  m,5,29403,-9.0,3,1,238572871.6383037,7168,7680,7424,9216,0.12,-0.09,19291,0,140,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.890,6468955.670,High Vegetation,High Vegetation,44.70,13.09  m,5,29599,-9.0,1,1,238572871.6383065,8192,7424,9216,9728,0.09,-0.13,19291,0,131,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.700,6468955.640,High Vegetation,High Vegetation,48.72,17.11  m,5,44454,-9.0,2,1,238572871.6383092,9728,8960,10752,9984,0.01,-0.05,19291,0,171,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.320,6468955.610,High Vegetation,High Vegetation,46.31,14.7  m,5,36044,-9.0,2,2,238572871.6383092,10496,10240,11776,12288,0.08,-0.09,19291,0,147,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.100,6468955.590,High Vegetation,High Vegetation,50.45,18.84  m,5,46879,-9.0,1,1,238572871.6383120,7936,7424,8704,13568,0.26,-0.29,19291,0,188,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.670,6468955.540,High Vegetation,High Vegetation,52.78,21.17  m,5,45066,-9.0,1,1,238572871.6383148,7936,8192,8704,11776,0.19,-0.18,19291,0,211,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.530,6468955.230,Ground,Ground,31.76,0.04  m,2,44629,-9.0,2,2,238572871.6383175,7936,8448,8192,11520,0.18,-0.15,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691035.490,6468955.450,High Vegetation,High Vegetation,50.68,19.04  m,5,41811,-9.0,2,1,238572871.6383175,7168,8704,8704,17152,0.41,-0.33,19291,0,190,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.640,6468955.150,Ground,Ground,31.74,0.013  m,2,50309,-9.0,1,1,238572871.6383203,5632,5376,6656,8960,0.23,-0.25,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.850,6468955.080,Ground,Ground,31.75,0.02  m,2,46791,-9.0,2,2,238572871.6383231,7680,7936,8960,10752,0.17,-0.15,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691034.610,6468955.360,High Vegetation,High Vegetation,55.72,24.07  m,5,36197,-9.0,2,1,238572871.6383231,8448,10240,8448,23808,0.48,-0.40,19291,0,240,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.590,6468955.120,High Vegetation,High Vegetation,42.19,10.463  m,5,30604,-9.0,2,1,238572871.6383259,9728,9984,11264,12032,0.11,-0.09,19291,0,104,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.830,6468955.040,High Vegetation,High Vegetation,47.85,16.12  m,5,41745,-9.0,2,1,238572871.6383314,7680,7936,8960,10752,0.17,-0.15,19291,0,161,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.760,6468955.020,High Vegetation,High Vegetation,53.13,21.4  m,5,38753,-9.0,3,1,238572871.6383343,7936,8192,8704,10496,0.14,-0.12,19291,0,214,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691039.020,6468956.530,Unclassified,Unclassified,31.78,0.18  m,1,42444,-8.0,3,3,238572871.6514803,9984,11008,10752,17920,0.28,-0.24,19291,0,2,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691039.960,6468956.590,High Vegetation,High Vegetation,42.98,11.377  m,5,30146,-8.0,3,3,238572871.6514831,9216,9728,8448,20736,0.38,-0.36,19291,0,114,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.490,6468956.300,Ground,Ground,31.66,0.063  m,2,26847,-9.0,2,2,238572871.6514886,9216,9216,9728,11008,0.09,-0.09,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691039.800,6468956.550,High Vegetation,High Vegetation,53.09,21.487  m,5,42641,-9.0,2,1,238572871.6514886,9216,9728,8448,20736,0.38,-0.36,19291,0,215,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.690,6468956.390,High Vegetation,High Vegetation,44.51,12.912  m,5,30888,-9.0,3,3,238572871.6514913,3840,4096,5120,8704,0.39,-0.36,19291,0,129,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.180,6468956.420,High Vegetation,High Vegetation,47.65,16.05  m,5,42750,-9.0,3,1,238572871.6514913,7168,7168,7680,10496,0.19,-0.19,19291,0,161,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.990,6468956.410,High Vegetation,High Vegetation,46.41,14.812  m,5,34296,-9.0,3,2,238572871.6514913,7936,7936,8448,11776,0.19,-0.19,19291,0,148,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691034.810,6468956.150,Unclassified,Unclassified,31.76,0.116  m,1,45350,-9.0,2,2,238572871.6514941,9472,11008,9984,21248,0.38,-0.32,19291,0,1,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.270,6468956.350,High Vegetation,High Vegetation,47.60,16.003  m,5,42488,-9.0,2,1,238572871.6514941,6144,6400,7424,9728,0.23,-0.21,19291,0,160,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.950,6468956.310,High Vegetation,High Vegetation,50.75,19.153  m,5,42641,-9.0,1,1,238572871.6514969,7424,8448,8704,10752,0.18,-0.12,19291,0,191,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.590,6468956.270,High Vegetation,High Vegetation,53.94,22.343  m,5,46092,-9.0,1,1,238572871.6514997,9216,9216,9728,11008,0.09,-0.09,19291,0,223,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691034.570,6468956.110,High Vegetation,High Vegetation,46.69,15.046  m,5,28900,-9.0,4,3,238572871.6515025,10752,12544,10752,23808,0.38,-0.31,19291,0,150,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.280,6468955.950,Unclassified,Unclassified,31.98,0.26  m,1,41942,-9.0,4,4,238572871.6515025,6400,7424,7680,11264,0.28,-0.21,19291,0,2,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691035.110,6468956.150,High Vegetation,High Vegetation,50.12,18.478  m,5,40478,-9.0,4,2,238572871.6515025,8704,10240,9728,19712,0.39,-0.32,19291,0,184,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691035.950,6468956.220,High Vegetation,High Vegetation,55.49,23.868  m,5,36655,-9.0,4,1,238572871.6515025,6912,7936,8192,13824,0.33,-0.27,19291,0,238,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.470,6468955.870,Unclassified,Unclassified,31.81,0.082  m,1,51925,-9.0,1,1,238572871.6515053,9984,10240,11264,12544,0.11,-0.10,19291,0,1,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.560,6468955.800,Unclassified,Unclassified,31.80,0.07  m,1,51707,-9.0,2,2,238572871.6515081,9984,10240,10752,13824,0.16,-0.15,19291,0,1,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691034.140,6468956.060,High Vegetation,High Vegetation,54.68,23.035  m,5,30277,-9.0,2,1,238572871.6515081,8448,9984,9984,17920,0.36,-0.28,19291,0,230,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691033.180,6468955.980,High Vegetation,High Vegetation,53.83,22.116  m,5,32417,-9.0,3,2,238572871.6515109,9216,10240,10496,12800,0.16,-0.11,19291,0,221,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691033.380,6468955.990,High Vegetation,High Vegetation,55.07,23.363  m,5,28944,-9.0,3,1,238572871.6515109,10240,11264,12032,13824,0.15,-0.10,19291,0,234,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.520,6468955.750,High Vegetation,High Vegetation,47.58,15.85  m,5,31500,-9.0,3,1,238572871.6515164,9984,10240,10752,13824,0.16,-0.15,19291,0,158,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.520,6468957.180,Unclassified,Unclassified,31.70,0.11  m,1,34121,-9.0,3,3,238572871.6646735,9216,9728,8960,9984,0.04,-0.01,19291,0,1,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.130,6468957.310,High Vegetation,High Vegetation,42.11,10.514  m,5,42226,-9.0,3,2,238572871.6646735,9472,8960,10240,11776,0.11,-0.14,19291,0,105,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.390,6468957.250,High Vegetation,High Vegetation,42.60,11.009  m,5,37202,-9.0,3,1,238572871.6646763,9472,9728,10752,12544,0.14,-0.13,19291,0,110,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
